Sample in Buffer,Sample in Window,TRIGGER,top_i/aiscale/cfg_tdata[298:0],top_i/aiscale/cfg_tdata_1[672:300],top_i/aiscale/cfg_tready,top_i/aiscale/cfg_tvalid,top_i/aiscale/dout0_tdata[68:0],top_i/aiscale/dout0_tready,top_i/aiscale/dout0_tvalid,top_i/aiscale/dout1_tdata[63:32],top_i/aiscale/dout1_tready,top_i/aiscale/dout1_tvalid,top_i/aiscale/dout2_tdata_1[2:1],top_i/aiscale/dout2_tdata[63:32],top_i/aiscale/dout2_tready,top_i/aiscale/dout2_tvalid,top_i/aiscale/dout3_tdata_1[15:1],top_i/aiscale/dout3_tdata[63:32],top_i/aiscale/dout3_tready,top_i/aiscale/dout3_tvalid,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/handshake,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/local_rst,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data_1[154:91],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data_2[196:188],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data_3[289:258],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.data[387:291],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.dready,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/others_dout\\.dvalid,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/state_reg[2:0],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.data_1[47:0],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.data_2[73:73],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.data[78:78],top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.dready,top_i/aiscale/inst/aiscale_i/aiscale_cfg_i/wm_dout\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_1[30:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_2[62:32],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_3[94:64],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data_4[126:96],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/bias_wm\\.data[129:128],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/brick_combiner_if_s\\.data[63:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/brick_combiner_if_s\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/brick_combiner_if_s\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.data_1[63:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.data[69:67],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_im\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_wm\\.data[65:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_wm\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzi_wm\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_im\\.data[69:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_im\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_im\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_wm\\.data[65:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_wm\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/nzv_wm\\.dvalid,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/rcu_top_if_s\\.data[16:0],top_i/aiscale/inst/aiscale_i/rcu_wrap_i/rcu_top_if_s\\.dready,top_i/aiscale/inst/aiscale_i/rcu_wrap_i/rcu_top_if_s\\.dvalid,top_i/aiscale/is_din_tdata[64:0],top_i/aiscale/is_din_tready,top_i/aiscale/is_din_tvalid,top_i/aiscale/nnzv_os_tdata[15:0],top_i/aiscale/nnzv_os_tready,top_i/aiscale/nnzv_os_tvalid
20,20,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00c40400,002a8000,00701500,001c0400,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,01c0470152a80c404,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,000c3065607a70969,1,1,0006,0,0
21,21,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00096900,0007a700,00065600,0000c300,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,000c3065607a70969,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,0026c065d058702aa,1,1,0006,0,0
22,22,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,0002aa00,00058700,00065d00,00026c00,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0026c065d058702aa,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,004ce0221047b01b1,1,1,0006,0,0
23,23,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,0001b100,00047b00,00022100,0004ce00,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,004ce0221047b01b1,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,002f002ea024b004c,1,1,0006,0,0
24,24,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00004c00,00024b00,0002ea00,0002f000,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,002f002ea024b004c,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,1000000000316003f,1,1,0006,0,0
25,25,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00003f00,00031600,00000000,00000000,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0000000000316003f,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,00000000000000000,1,0,0006,0,0
26,26,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00004c00,00024b00,0002ea00,0002f000,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,002f002ea024b004c,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,00000000000000000,1,0,0006,0,0
27,27,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00004c00,00024b00,0002ea00,0002f000,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,002f002ea024b004c,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,0180070100a00c004,1,1,0006,0,0
28,28,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00c00400,000a0000,00701000,00180000,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0180070100a00c004,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,0043002ac02550497,1,1,0006,0,0
29,29,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00049700,00025500,0002ac00,00043000,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0043002ac02550497,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,0024c0399001b0584,1,1,0006,0,0
30,30,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00058400,00001b00,00039900,00024c00,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0024c0399001b0584,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,1000002e602ef0549,1,1,0006,0,0
31,31,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00054900,0002ef00,0002e600,00000000,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0000002e602ef0549,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,00000000000000000,1,0,0006,0,0
32,32,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00058400,00001b00,00039900,00024c00,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0024c0399001b0584,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,00000000000000000,1,0,0006,0,0
33,33,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00058400,00001b00,00039900,00024c00,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0024c0399001b0584,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,0180230300a10c004,1,1,0006,0,0
34,34,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00c00400,000a1000,00303000,00180200,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0180230300a10c004,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,004120283021606b5,1,1,0006,0,0
35,35,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,0006b500,00021600,00028300,00041200,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,004120283021606b5,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,0021103f40112067e,1,1,0006,0,0
36,36,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00067e00,00011200,0003f400,00021100,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0021103f40112067e,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,001be043704680079,1,1,0006,0,0
37,37,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00007900,00046800,00043700,0001be00,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,001be043704680079,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,1000000000000008f,1,1,0006,0,0
38,38,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00008f00,00000000,00000000,00000000,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0000000000000008f,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,00000000000000000,1,0,0006,0,0
39,39,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00007900,00046800,00043700,0001be00,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,001be043704680079,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,00000000000000000,1,0,0006,0,0
40,40,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00007900,00046800,00043700,0001be00,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,001be043704680079,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,0109270340a80c400,1,1,0006,0,0
41,41,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00c40000,000a8000,00703400,00109200,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0109270340a80c400,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,001e5028705d50862,1,1,0006,0,0
42,42,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00086200,0005d500,00028700,0001e500,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,001e5028705d50862,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,008d4014202b6046e,1,1,0006,0,0
43,43,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00046e00,0002b600,00014200,0008d400,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,008d4014202b6046e,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,0000303d7022801dc,1,1,0006,0,0
44,44,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,0001dc00,00022800,0003d700,00000300,1,0000000000000000,0,0,ad9f3307fa8fb1bc,0,1,0,0000303d7022801dc,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,1034b0658036a00ed,1,1,0006,0,0
45,45,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,0000ed00,00036a00,00065800,00034b00,1,0000000000000000,0,0,e815a409540b0ae9,2,1,1,0034b0658036a00ed,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,00000000000000000,1,0,0006,0,0
46,46,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,0001dc00,00022800,0003d700,00000300,1,0000000000000000,0,0,e815a409540b0ae9,0,1,0,0000303d7022801dc,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,00000000000000000,1,0,0006,0,0
47,47,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,0001dc00,00022800,0003d700,00000300,1,0000000000000000,0,0,3da1022b541705a5,2,1,1,0000303d7022801dc,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,0120230b08a85c550,1,1,0006,0,0
48,48,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00c55000,008a8500,0030b000,00120200,1,0000000000000000,0,0,3da1022b541705a5,2,1,0,0120230b08a85c550,1,0,0400000000027f0329,1,0,00000000000000000,1,0,00000,1,0,000df0164065f0630,1,1,0006,0,0
49,49,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0000000000000000,0,0,fc310448750c2329,2,1,1,000df0164065f0630,1,0,04000804db00990116,1,1,00000000000000000,1,0,00000,1,0,0013001df001502e1,1,1,0006,0,0
50,50,1,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,000804db00990116,1,1,fc310448750c2329,2,1,0,000df0164065f0630,1,0,04011203ca035000a2,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
51,51,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,011203ca035000a2,1,1,c8839449740023e1,2,1,1,000df0164065f0630,1,0,040310030103670384,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
52,52,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0310030103670384,1,1,c8839449740023e1,2,1,0,000df0164065f0630,1,0,04015400ec02510175,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
53,53,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,015400ec02510175,1,1,8c83140944440320,2,1,1,000df0164065f0630,1,0,0402ec04a201af0c71,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
54,54,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,02ec04a201af0c71,1,1,8c83140944440320,2,1,0,000df0164065f0630,1,0,040068006602be0378,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
55,55,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0068006602be0378,1,1,a4d19409450202ea,2,1,1,000df0164065f0630,1,0,0900000000000003fe,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
56,56,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,00000000000003fe,0,0,a4d19409450202ea,2,1,0,000df0164065f0630,1,0,0400000000000003fe,1,0,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
57,57,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,006602be037803fe,0,0,a8619008750a02ea,2,1,1,000df0164065f0630,1,0,0402c503970241020a,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
58,58,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,03970241020a03fe,1,1,a8619008750a02ea,2,1,0,000df0164065f0630,1,0,0405320813081605de,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
59,59,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,0813081605de02c5,1,1,a8619008750a02ea,2,1,0,000df0164065f0630,1,0,04048105680238036b,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
60,60,0,0888c40400402007c03e0040000100800334003184a8002d84a80013e4a8000400400019a00,00000000000080220183800001840002018400000000000002030fffe0000000220000000441828000018300000010,0,1,0f0000000000000000,1,0,30800040,1,0,2,00000000,1,0,0040,00000000,1,0,0,0,3050000030600000,020,00000000,060e000006100008061000000,0,1,5,000000000000,1,1,0,0,00063000,00065f00,00016400,0000df00,1,05680238036b0532,1,1,e1610448540b23ad,2,1,1,000df0164065f0630,1,0,0408a8036901420279,1,1,00000000000000000,1,0,00000,1,0,0000b003c049d03f0,0,1,0006,0,0
